rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_model_snr,koi_num_transits,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,target_encoded
4321,4545570,K04506.01,CONFIRMED,5.60473115,5.1e-05,-5.1e-05,2.885,0.246,-0.246,210.0,20.9,-20.9,0.221,0.23,-0.221,0.013128,0.000795,-0.000789,1.9082,0.29336,-0.98881,1.11,0.19,-0.09,0.0588,89.14,866.0,132.98,71.42,-34.17,14.69,2.3,-2.3,5401.0,159.0,-159.0,4.593,0.035,-0.112,-0.16,0.3,-0.3,0.777,0.132,-0.066,0.871,0.07,-0.104,11.9,241.0,0,0,0,0,1
4340,11671579,K04510.01,CONFIRMED,5.17624997,6.41e-05,-6.41e-05,5.261,0.27,-0.27,78.7,6.8,-6.8,0.097,0.37,-0.097,0.008007,0.000513,-0.000405,0.30556,0.03914,-0.13485,1.31,0.21,-0.29,0.0586,89.26,1243.0,565.42,239.37,-235.53,7.564,0.969,-0.969,5578.0,83.0,-66.0,4.088,0.195,-0.09,0.14,0.15,-0.15,1.497,0.237,-0.326,1.001,0.081,-0.073,13.4,265.0,0,0,0,0,1
4343,9216775,K04513.01,CONFIRMED,3.91794676,2.67e-05,-2.67e-05,2.549,0.163,-0.163,117.0,10.1,-10.1,0.337,0.126,-0.337,0.009856,0.000462,-0.000691,1.72996,0.80907,-0.54157,0.94,0.11,-0.04,0.0482,88.27,1030.0,266.81,86.69,-35.37,11.2,5.2,-5.2,5500.0,74.0,-82.0,4.547,0.019,-0.11,0.16,0.15,-0.15,0.87,0.105,-0.035,0.974,0.035,-0.076,13.5,345.0,0,0,0,0,1
4360,6278762,K03158.05,CONFIRMED,9.74048508,2.35e-05,-2.35e-05,1.6993,0.0602,-0.0602,121.0,5.4,-5.4,0.89,0.043,-0.683,0.01212,9.7e-05,-0.00201,1.86857,15.06614,-0.70789,0.95,0.08,-0.04,0.079,87.58,673.0,48.52,16.32,-8.84,21.08,10.0,-10.0,5051.0,177.0,-141.0,4.562,0.033,-0.023,-0.36,0.35,-0.15,0.721,0.057,-0.031,0.692,0.099,-0.026,25.8,135.0,0,0,0,0,1
4365,9009036,K04585.01,CONFIRMED,6.76289308,8.85e-05,-8.85e-05,6.204,0.271,-0.271,50.9,4.0,-4.0,0.553,0.419,-0.347,0.00678,0.000167,-0.000463,0.14473,0.09856,-0.13963,1.21,0.24,-0.3,0.0761,85.5,1337.0,754.37,435.75,-374.75,7.05,2.4,-2.4,6547.0,146.0,-194.0,4.122,0.192,-0.128,-0.16,0.25,-0.3,1.63,0.329,-0.402,1.289,0.15,-0.225,14.6,198.0,0,0,0,0,1
4375,5962262,K04661.01,CONFIRMED,8.61742738,6.72e-05,-6.72e-05,2.713,0.198,-0.198,155.0,16.0,-16.0,0.059,0.401,-0.059,0.011032,0.00084,-0.000667,3.74749,0.82044,-1.75783,1.01,0.04,-0.08,0.0763,89.86,733.0,68.28,9.75,-13.73,24.5,5.4,-5.4,5009.0,74.0,-82.0,4.491,0.077,-0.028,0.16,0.15,-0.15,0.84,0.032,-0.064,0.797,0.054,-0.029,11.3,153.0,0,0,0,0,1
4378,7429240,K04450.01,CONFIRMED,196.436796,0.00254,-0.00254,8.556,0.371,-0.371,632.0,50.9,-50.9,0.019,0.426,-0.019,0.022558,0.00136,-0.000958,2.8272,0.23504,-1.0965,2.33,0.28,-0.19,0.6446,89.99,292.0,1.72,0.57,-0.36,179.3,14.9,-14.9,5462.0,82.0,-82.0,4.452,0.072,-0.096,0.16,0.15,-0.15,0.946,0.115,-0.077,0.924,0.053,-0.048,14.4,7.0,0,0,0,0,1
4405,5003670,K04524.01,CONFIRMED,7.99144696,6.55e-05,-6.55e-05,3.639,0.202,-0.202,145.0,12.4,-12.4,0.94,0.004,-0.706,0.01394,0.000417,-0.00345,0.07953,1.67771,-0.03978,1.53,0.23,-0.12,0.0783,81.62,901.0,155.95,60.57,-30.54,6.45,3.2,-3.2,5700.0,77.0,-77.0,4.434,0.063,-0.117,0.16,0.15,-0.15,1.006,0.148,-0.079,1.003,0.056,-0.062,12.8,167.0,0,0,0,0,1
4408,5003670,K04524.02,CANDIDATE,4.52628739,5.03e-05,-5.03e-05,3.736,0.334,-0.334,99.6,10.2,-10.2,0.5,0.065,-0.424,0.009313,0.000754,-0.000373,0.49904,0.92012,-0.01226,1.02,0.15,-0.08,0.0536,86.48,1089.0,332.79,129.27,-65.18,8.15,3.8,-3.8,5700.0,77.0,-77.0,4.434,0.063,-0.117,0.16,0.15,-0.15,1.006,0.148,-0.079,1.003,0.056,-0.062,12.5,291.0,0,0,0,0,0
4420,4857058,K03061.02,CANDIDATE,77.915425,0.00254,-0.00254,8.274,0.687,-0.687,179.0,24.8,-24.8,0.448,0.524,-0.247,0.012253,0.00139,-0.000541,0.86728,1.59281,-0.84168,1.17,0.06,-0.09,0.3331,89.61,367.0,4.28,0.81,-0.86,65.3,30.0,-30.0,5135.0,84.0,-76.0,4.464,0.084,-0.039,0.12,0.15,-0.15,0.874,0.048,-0.069,0.812,0.058,-0.029,9.2,18.0,0,0,0,0,0
4487,7133294,K04473.01,CONFIRMED,13.6471211,0.000184,-0.000184,8.331,0.345,-0.345,75.0,5.9,-5.9,0.617,0.001,-0.502,0.008279,0.00263,-0.000441,0.10188,0.10093,-0.09607,1.25,0.36,-0.44,0.1075,86.47,913.0,164.06,137.87,-101.94,10.01,5.0,-5.0,5771.0,155.0,-155.0,4.106,0.378,-0.162,-0.3,0.3,-0.25,1.382,0.396,-0.484,0.89,0.12,-0.09,14.7,99.0,0,0,0,0,1
4488,4381429,K04474.01,CONFIRMED,16.473474,0.000158,-0.000158,4.201,0.304,-0.304,471.0,43.1,-43.1,0.014,0.443,-0.014,0.019767,0.00125,-0.000992,1.98837,0.23895,-1.05882,1.63,0.22,-0.2,0.1126,89.97,612.0,33.22,16.14,-10.57,30.55,3.7,-3.7,5364.0,194.0,-162.0,4.529,0.108,-0.081,-0.54,0.35,-0.3,0.754,0.102,-0.092,0.702,0.101,-0.04,13.0,66.0,0,0,0,0,1
4497,10220837,K04613.01,CONFIRMED,1.962282625,9.85e-06,-9.85e-06,1.45,0.128,-0.128,68.3,6.3,-6.3,0.169,0.293,-0.169,0.007549,0.000419,-0.000469,5.35253,0.6172,-3.08853,0.81,0.22,-0.12,0.0298,89.06,1448.0,1038.36,861.54,-371.99,10.29,1.2,-1.2,5726.0,170.0,-170.0,4.418,0.101,-0.188,-0.1,0.3,-0.3,0.979,0.27,-0.146,0.915,0.116,-0.085,12.9,545.0,0,0,0,0,1
4508,6276791,K04477.01,CANDIDATE,5.30179786,4.2e-05,-4.2e-05,2.24,0.155,-0.155,197.0,18.7,-18.7,0.357,0.094,-0.357,0.012946,0.000607,-0.000878,3.3996,0.98795,-1.38974,1.22,0.33,-0.11,0.0587,88.81,973.0,211.8,168.16,-56.35,17.16,5.0,-5.0,5749.0,153.0,-170.0,4.547,0.033,-0.187,-0.1,0.3,-0.3,0.864,0.234,-0.078,0.961,0.095,-0.116,11.5,249.0,0,0,0,0,0
4509,6278762,K03158.01,CONFIRMED,3.60011712,1.62e-05,-1.62e-05,2.396,0.112,-0.112,50.2,2.7,-2.7,0.025,0.415,-0.025,0.00634,0.000344,-0.000147,2.25676,0.27755,-0.90872,0.5,0.04,-0.02,0.0407,89.88,938.0,182.81,61.49,-33.31,11.56,1.4,-1.4,5051.0,177.0,-141.0,4.562,0.033,-0.023,-0.36,0.35,-0.15,0.721,0.057,-0.031,0.692,0.099,-0.026,21.6,342.0,0,0,0,0,1
4510,6276791,K04477.02,CONFIRMED,9.32867952,3.81e-05,-3.81e-05,1.572,0.0939,-0.0939,354.0,30.1,-30.1,0.035,0.417,-0.035,0.017152,0.0011,-0.000752,21.27922,2.62411,-10.17142,1.62,0.44,-0.15,0.0856,89.96,806.0,99.6,79.07,-26.5,46.09,5.7,-5.7,5749.0,153.0,-170.0,4.547,0.033,-0.187,-0.1,0.3,-0.3,0.864,0.234,-0.078,0.961,0.095,-0.116,12.7,140.0,0,0,0,0,1
4511,8636600,K04478.01,CONFIRMED,6.38671206,2.76e-05,-2.76e-05,1.201,0.109,-0.109,224.0,23.9,-23.9,0.015,0.439,-0.015,0.01341,0.00121,-0.000613,32.34332,11.74092,-16.01075,1.19,0.11,-0.13,0.0617,89.98,811.0,102.25,36.75,-29.48,41.2,14.9,-14.9,5071.0,153.0,-138.0,4.505,0.088,-0.072,-0.02,0.3,-0.3,0.811,0.08,-0.088,0.768,0.095,-0.059,11.6,212.0,0,0,0,0,1
4524,9447166,K03296.01,CONFIRMED,62.869463,0.00102,-0.00102,6.842,0.299,-0.299,342.0,25.1,-25.1,0.954,0.002,-0.671,0.022926,0.000116,-0.00617,0.08338,2.80476,-0.02322,1.96,0.06,-0.12,0.2829,87.89,349.0,3.51,0.51,-0.59,25.9,12.8,-12.8,4762.0,85.0,-76.0,4.535,0.056,-0.016,0.2,0.15,-0.15,0.781,0.026,-0.045,0.762,0.042,-0.027,16.2,20.0,0,0,0,0,1
4532,10615440,K04765.01,CONFIRMED,10.8118317,0.000129,-0.000129,2.627,0.262,-0.262,76.8,9.8,-9.8,0.896,0.06,-0.68,0.0095,0.0018,-0.00172,0.50673,5.33425,-0.37037,1.24,0.21,-0.12,0.0994,86.49,922.0,170.74,76.26,-40.62,14.63,7.0,-7.0,6025.0,78.0,-90.0,4.331,0.084,-0.126,0.12,0.15,-0.15,1.196,0.206,-0.12,1.119,0.078,-0.078,9.5,97.0,0,0,0,0,1
4551,7510820,K03303.01,CONFIRMED,29.3493852,0.000176,-0.000176,4.313,0.156,-0.156,659.0,36.6,-36.6,0.75,0.048,-0.523,0.02561,0.00435,-0.00272,1.05666,2.12672,-0.80032,2.02,0.22,-0.16,0.1715,88.82,451.0,9.81,3.8,-2.38,36.4,14.6,-14.6,4987.0,151.0,-136.0,4.613,0.032,-0.063,-0.12,0.3,-0.3,0.722,0.079,-0.058,0.784,0.064,-0.085,20.3,47.0,0,0,0,0,1
4556,8397947,K04772.01,CANDIDATE,3.38080537,3.23e-05,-3.23e-05,3.275,0.21,-0.21,201.0,19.1,-19.1,0.067,0.386,-0.067,0.012949,0.000861,-0.000629,0.84529,0.17034,-0.36604,1.69,0.28,-0.18,0.0461,89.52,1362.0,814.73,352.58,-197.75,7.99,1.6,-1.6,6072.0,78.0,-91.0,4.343,0.076,-0.114,0.14,0.15,-0.15,1.193,0.199,-0.123,1.146,0.071,-0.079,11.6,339.0,0,0,0,0,0
4568,6880517,K03305.01,CONFIRMED,65.6491001,0.000713,-0.000713,7.298,0.208,-0.208,984.0,54.6,-54.6,0.038,0.393,-0.038,0.028187,0.00139,-0.00077,1.54521,0.02646,-0.61984,2.52,0.52,-0.22,0.3094,89.97,390.0,5.48,3.64,-1.53,70.61,1.2,-1.2,5436.0,187.0,-187.0,4.573,0.034,-0.136,0.0,0.25,-0.3,0.819,0.169,-0.073,0.919,0.072,-0.108,20.5,17.0,0,0,0,0,1
4569,6615511,K03306.01,CONFIRMED,25.1593389,0.000424,-0.000424,5.198,0.282,-0.282,358.0,31.9,-31.9,0.035,0.403,-0.035,0.017285,0.000763,-0.00125,1.58864,0.10648,-0.74251,1.76,0.53,-0.17,0.1694,89.95,619.0,34.7,31.59,-10.63,37.6,2.5,-2.5,5973.0,187.0,-229.0,4.506,0.05,-0.2,-0.1,0.25,-0.35,0.935,0.28,-0.093,1.024,0.119,-0.145,13.1,47.0,0,0,0,0,1
4571,3632089,K03308.01,CONFIRMED,31.7787564,0.000211,-0.000211,8.093,0.16,-0.16,262.0,10.5,-10.5,0.29,0.136,-0.29,0.014837,0.000442,-0.000428,0.46544,0.07649,-0.12613,1.5,0.41,-0.27,0.1803,89.43,564.0,23.96,19.12,-9.56,29.18,4.8,-4.8,5638.0,152.0,-152.0,4.391,0.171,-0.209,-0.42,0.35,-0.3,0.928,0.252,-0.168,0.773,0.124,-0.053,25.9,42.0,0,0,0,0,1
4574,8397947,K04772.02,CONFIRMED,9.0194714,0.000433,-0.000433,5.92,0.866,-0.866,192.0,31.2,-31.2,0.2805,0.1828,-0.2803,0.012789,0.0014,-0.000861,0.33952,0.33528,-0.33118,1.07,0.47,-0.08,0.08,88.81,789.0,91.74,123.05,-21.87,11.34,5.6,-5.6,5775.0,194.0,-172.0,4.59,0.031,-0.278,-0.52,0.32,-0.26,0.768,0.332,-0.056,0.838,0.101,-0.079,7.2,,0,0,0,0,1
4587,9569711,K03232.01,CONFIRMED,6.05919881,3.21e-05,-3.21e-05,1.365,0.141,-0.141,154.0,17.2,-17.2,0.438,0.515,-0.234,0.011561,0.000791,-0.000705,15.23066,13.73143,-5.70137,1.21,0.18,-0.09,0.0646,89.19,976.0,214.55,86.33,-45.97,30.9,13.9,-13.9,5734.0,104.0,-115.0,4.462,0.051,-0.119,0.04,0.15,-0.15,0.962,0.137,-0.074,0.977,0.062,-0.068,11.7,220.0,0,0,0,0,1
4588,12314973,K00279.03,CONFIRMED,7.5143967,0.000195,-0.000195,4.865,0.579,-0.579,36.3,4.1,-4.1,0.399,0.067,-0.399,0.005597,0.000223,-0.000541,0.43555,1.82614,-0.17701,0.96,0.06,-0.07,0.082,87.91,1199.0,488.52,85.52,-86.28,10.91,5.1,-5.1,6206.0,80.0,-74.0,4.159,0.048,-0.032,0.22,0.15,-0.2,1.573,0.089,-0.111,1.305,0.053,-0.093,9.8,170.0,0,0,0,0,1
4590,3632089,K03308.02,CONFIRMED,5.32784157,4.29e-05,-4.29e-05,4.696,0.187,-0.187,87.2,6.2,-6.2,0.116,0.32,-0.116,0.0085,0.000457,-0.000313,0.43945,0.06754,-0.14345,0.86,0.24,-0.15,0.0548,89.24,1023.0,259.32,207.04,-103.4,8.7,1.3,-1.3,5638.0,152.0,-152.0,4.391,0.171,-0.209,-0.42,0.35,-0.3,0.928,0.252,-0.168,0.773,0.124,-0.053,15.9,243.0,0,0,0,0,1
4593,12735830,K03311.01,CONFIRMED,31.827649,0.000136,-0.000136,1.639,0.115,-0.115,520.0,39.0,-39.0,0.785,0.151,-0.538,0.023361,0.0049,-0.00311,17.21605,53.10433,-14.35323,4.98,0.79,-3.15,0.1939,89.54,668.0,47.21,19.19,-41.46,97.3,42.9,-42.9,4774.0,57.0,-114.0,3.838,0.765,-0.128,0.38,0.05,-0.15,1.954,0.309,-1.238,0.959,0.075,-0.188,16.4,43.0,0,0,0,0,1
4595,6592335,K04777.01,CONFIRMED,0.824000125,2.81e-06,-2.81e-06,0.855,0.197,-0.197,183.0,23.0,-23.0,0.7697,1.209,-0.4345,0.013728,0.051,-0.00373,3.33776,12.95225,-1.37762,0.42,0.07,-0.08,0.0113,80.79,746.0,73.09,34.54,-26.62,4.93,2.4,-2.4,3396.0,50.0,-50.0,4.991,0.06,-0.06,-0.1,0.1,-0.1,0.28,0.05,-0.05,0.28,0.05,-0.05,12.3,1620.0,0,0,0,0,1
4606,3245969,K01101.02,CANDIDATE,11.39110963,7.27e-05,-7.27e-05,2.749,0.158,-0.158,593.0,54.4,-54.4,0.569,0.3496,-0.3547,0.022856,0.000299,-0.00223,2.84288,3.07969,-0.02406,1.9,0.21,-0.15,0.0926,88.81,632.0,37.65,15.02,-8.96,26.92,9.7,-9.7,4999.0,154.0,-139.0,4.587,0.029,-0.073,0.06,0.26,-0.3,0.76,0.086,-0.058,0.814,0.063,-0.078,12.1,,0,0,0,0,0
4607,10057494,K03234.01,CONFIRMED,2.41810158,1.37e-05,-1.37e-05,2.144,0.145,-0.145,46.8,4.1,-4.1,0.016,0.439,-0.016,0.00629,0.000319,-0.000353,2.12337,1.92406,-0.82514,0.85,0.15,-0.09,0.0368,89.89,1602.0,1555.96,757.09,-415.64,8.69,3.9,-3.9,6258.0,112.0,-124.0,4.307,0.08,-0.12,0.0,0.15,-0.15,1.239,0.219,-0.135,1.135,0.096,-0.077,13.4,549.0,0,0,0,0,1
4609,6587796,K03237.01,CONFIRMED,33.4203001,0.000667,-0.000667,5.307,0.551,-0.551,437.0,58.5,-58.5,0.789,0.182,-0.553,0.021125,0.00684,-0.00279,0.51388,1.82329,-0.47814,2.46,0.37,-0.28,0.2015,88.55,581.0,27.02,11.45,-7.4,31.2,13.8,-13.8,5731.0,104.0,-115.0,4.372,0.105,-0.105,0.08,0.15,-0.15,1.066,0.161,-0.12,0.977,0.074,-0.062,8.9,28.0,0,0,0,0,1
4615,8554701,K03315.01,CONFIRMED,31.1748311,0.000213,-0.000213,3.79,0.168,-0.168,200.0,13.6,-13.6,0.016,0.421,-0.016,0.012989,0.000609,-0.000483,5.02013,0.33976,-2.00355,1.31,0.4,-0.14,0.1942,89.99,585.0,27.62,25.31,-8.0,63.65,4.3,-4.3,6086.0,164.0,-182.0,4.511,0.054,-0.216,-0.26,0.3,-0.3,0.921,0.288,-0.096,1.003,0.129,-0.129,17.0,43.0,0,0,0,0,1
4617,9031209,K03316.01,CONFIRMED,47.0568476,0.00019,-0.00019,5.2232,0.0958,-0.0958,1530.0,45.7,-45.7,0.027,0.406,-0.027,0.03515,0.00127,-0.000631,3.08654,0.11609,-0.98981,2.84,0.47,-0.22,0.2388,89.98,411.0,6.72,3.55,-1.65,71.22,2.7,-2.7,5288.0,159.0,-159.0,4.613,0.032,-0.097,-0.24,0.3,-0.3,0.74,0.122,-0.057,0.828,0.071,-0.094,38.0,27.0,0,0,0,0,1
4633,8073705,K03245.01,CONFIRMED,10.60052083,8.87e-05,-8.87e-05,4.509,0.187,-0.187,60.9,4.1,-4.1,0.729,0.235,-0.503,0.00769,0.00205,-0.000581,0.33063,0.65357,-0.30282,1.09,0.18,-0.21,0.0948,86.66,987.0,224.28,102.9,-91.98,12.52,6.2,-6.2,6035.0,120.0,-132.0,4.212,0.168,-0.112,-0.16,0.15,-0.15,1.303,0.21,-0.257,1.009,0.086,-0.078,17.4,128.0,0,0,0,0,1
4635,4271474,K03324.01,CONFIRMED,21.8634638,0.000302,-0.000302,3.542,0.313,-0.313,871.0,105.0,-105.0,0.502,0.011,-0.479,0.027476,0.00113,-0.00293,2.98859,2.51221,-1.3067,2.37,0.44,-0.19,0.1466,89.32,551.0,21.77,12.67,-5.23,42.3,17.8,-17.8,5383.0,160.0,-144.0,4.587,0.03,-0.12,-0.1,0.3,-0.3,0.789,0.147,-0.063,0.885,0.072,-0.099,9.9,48.0,0,0,0,0,1
4637,11497958,K01422.04,CONFIRMED,63.3354719,0.000927,-0.000927,3.651,0.251,-0.251,983.0,83.8,-83.8,0.029,0.422,-0.029,0.028278,0.00171,-0.00148,11.9174,1.37717,-6.0308,1.18,0.15,-0.18,0.2279,89.99,202.0,0.39,0.15,-0.13,136.2,15.7,-15.7,3526.0,71.0,-78.0,4.866,0.066,-0.044,-0.08,0.15,-0.15,0.383,0.048,-0.058,0.394,0.055,-0.067,13.0,15.0,0,0,0,0,1
4650,9885417,K03246.01,CONFIRMED,0.689967868,1.28e-06,-1.28e-06,1.1688,0.0539,-0.0539,123.0,5.3,-5.3,0.119,0.34,-0.119,0.009888,0.000472,-0.00028,3.77107,0.1797,-1.66161,0.78,0.06,-0.02,0.0141,88.5,1539.0,1336.82,328.59,-176.95,4.561,0.217,-0.217,4872.0,97.0,-97.0,4.615,0.012,-0.051,0.1,0.15,-0.15,0.726,0.053,-0.022,0.814,0.029,-0.053,28.7,1941.0,0,0,0,0,1
4657,8874090,K01404.02,CANDIDATE,18.9060921,0.000236,-0.000236,4.125,0.315,-0.315,376.0,36.5,-36.5,0.004,0.446,-0.004,0.017734,0.00137,-0.000647,2.39508,0.84844,-1.0164,0.87,0.16,-0.21,0.1088,89.99,336.0,3.03,2.29,-1.67,35.6,12.6,-12.6,3751.0,219.0,-219.0,4.813,0.104,-0.085,-0.24,0.15,-0.15,0.45,0.082,-0.11,0.479,0.065,-0.121,11.9,69.0,0,0,0,0,0
4660,5965819,K03319.01,CONFIRMED,19.5906103,0.000132,-0.000132,6.745,0.151,-0.151,297.0,12.3,-12.3,0.529,0.012,-0.475,0.016179,0.00407,-0.000521,0.35276,0.26471,-0.01578,2.64,0.44,-0.53,0.1456,88.43,819.0,106.48,45.65,-41.91,19.27,7.2,-7.2,5794.0,78.0,-78.0,4.118,0.182,-0.098,0.14,0.15,-0.15,1.496,0.245,-0.299,1.072,0.112,-0.084,24.9,64.0,0,0,0,0,1
4661,5965819,K03319.02,CONFIRMED,8.23983041,4.01e-05,-4.01e-05,5.619,0.119,-0.119,251.0,9.1,-9.1,0.012,0.425,-0.012,0.014368,0.000516,-0.000311,0.41049,0.03191,-0.12528,2.35,0.38,-0.47,0.0817,89.94,1093.0,338.17,145.01,-133.09,11.379,0.885,-0.885,5794.0,78.0,-78.0,4.118,0.182,-0.098,0.14,0.15,-0.15,1.496,0.245,-0.299,1.072,0.112,-0.084,29.4,165.0,0,0,0,0,1
4664,3832474,K00806.05,FALSE POSITIVE,412.041857,0.00679,-0.00679,5.572,0.446,-0.446,1960.0,192.0,-192.0,0.1068,0.3519,-0.1067,0.039819,0.00304,-0.00205,22.22335,7.91735,-9.10904,3.77,0.4,-0.15,1.0794,89.95,217.0,0.52,0.17,-0.08,584.0,208.0,-208.0,5485.0,99.0,-112.0,4.556,0.014,-0.094,0.21,0.11,-0.17,0.867,0.092,-0.034,0.986,0.028,-0.079,12.3,,1,0,0,0,2
4675,8183288,K03255.01,CONFIRMED,66.6504521,0.000395,-0.000395,5.744,0.153,-0.153,537.0,22.7,-22.7,0.433,0.036,-0.433,0.020972,0.000408,-0.00121,2.3463,1.07775,-0.27607,1.56,0.07,-0.07,0.2875,89.7,308.0,2.14,0.38,-0.3,82.0,37.7,-37.7,4550.0,81.0,-81.0,4.627,0.02,-0.03,0.0,0.15,-0.15,0.679,0.033,-0.027,0.713,0.031,-0.035,27.1,21.0,0,0,0,0,1
4677,5965819,K03319.03,CONFIRMED,3.54553077,2.16e-05,-2.16e-05,4.143,0.139,-0.139,119.0,7.4,-7.4,0.143,0.321,-0.143,0.009926,0.000503,-0.000357,0.42542,0.05787,-0.14323,1.62,0.27,-0.32,0.0466,88.75,1448.0,1039.47,445.71,-409.1,6.563,0.893,-0.893,5794.0,78.0,-78.0,4.118,0.182,-0.098,0.14,0.15,-0.15,1.496,0.245,-0.299,1.072,0.112,-0.084,18.1,333.0,0,0,0,0,1
4697,12156174,K03260.01,CONFIRMED,56.6746666,0.000415,-0.000415,5.516,0.17,-0.17,883.0,44.6,-44.6,0.626,0.299,-0.408,0.028378,0.00578,-0.00163,1.54867,1.38846,-1.13743,4.01,0.64,-0.85,0.2836,89.44,522.0,17.59,7.49,-7.21,64.1,28.7,-28.7,5541.0,83.0,-72.0,4.189,0.195,-0.105,0.14,0.15,-0.1,1.295,0.206,-0.274,0.945,0.073,-0.045,22.7,12.0,0,0,0,0,1
4701,4736644,K03330.01,CONFIRMED,16.2951259,0.000192,-0.000192,3.678,0.309,-0.309,198.0,18.2,-18.2,0.494,0.473,-0.287,0.012961,0.000387,-0.00112,1.9121,1.35299,-0.68938,1.15,0.04,-0.08,0.116,89.05,574.0,25.59,3.79,-4.73,29.9,10.6,-10.6,4915.0,78.0,-78.0,4.512,0.067,-0.022,0.16,0.15,-0.15,0.812,0.031,-0.055,0.781,0.052,-0.028,13.0,84.0,0,0,0,0,1
4715,12055539,K03261.01,CONFIRMED,12.27057043,6.86e-05,-6.86e-05,3.002,0.13,-0.13,296.0,18.2,-18.2,0.026,0.422,-0.026,0.015746,0.00068,-0.000608,4.00699,3.13921,-1.38211,1.67,0.54,-0.15,0.1058,89.95,811.0,102.25,99.53,-27.55,31.7,12.4,-12.4,6075.0,180.0,-198.0,4.486,0.054,-0.216,-0.12,0.3,-0.3,0.969,0.315,-0.084,1.048,0.139,-0.139,18.7,109.0,0,0,0,0,1
4716,12056139,K03262.01,CONFIRMED,13.2274753,0.000133,-0.000133,6.356,0.265,-0.265,230.0,16.1,-16.1,0.803,0.047,-0.555,0.015374,0.00368,-0.00165,0.10521,0.34454,-0.09582,1.94,0.63,-0.21,0.1176,85.35,867.0,133.34,127.41,-41.85,9.91,4.6,-4.6,6269.0,170.0,-227.0,4.405,0.054,-0.216,0.21,0.2,-0.35,1.155,0.376,-0.125,1.237,0.154,-0.169,16.4,104.0,0,0,0,0,1
4723,9021075,K04733.01,CONFIRMED,7.28116667,7.79e-05,-7.79e-05,2.716,0.243,-0.243,334.0,33.8,-33.8,0.1,0.358,-0.1,0.016223,0.00125,-0.000922,3.17541,0.59815,-1.91955,1.4,0.14,-0.12,0.0696,89.72,744.0,72.16,30.08,-19.72,20.72,3.9,-3.9,5008.0,192.0,-174.0,4.572,0.033,-0.066,0.18,0.2,-0.3,0.788,0.082,-0.067,0.844,0.055,-0.08,11.5,157.0,0,0,0,0,1
4727,4473613,K04803.01,CONFIRMED,4.36125889,3.54e-05,-3.54e-05,2.174,0.222,-0.222,189.0,21.2,-21.2,0.374,0.084,-0.374,0.012616,0.000559,-0.00123,2.9952,1.34937,-1.49928,1.2,0.17,-0.05,0.0518,88.52,1000.0,236.01,84.75,-33.13,14.44,6.5,-6.5,5520.0,74.0,-82.0,4.544,0.021,-0.119,0.14,0.15,-0.15,0.873,0.118,-0.039,0.972,0.035,-0.07,10.7,247.0,0,0,0,0,1
4739,8620402,K03267.01,CONFIRMED,14.1959621,0.00012,-0.00012,3.605,0.208,-0.208,196.0,16.5,-16.5,0.786,0.177,-0.563,0.014102,0.00297,-0.00138,0.67357,2.17904,-0.62311,1.66,0.54,-0.18,0.1209,87.66,818.0,105.7,104.07,-33.36,19.29,8.9,-8.9,6214.0,186.0,-224.0,4.442,0.054,-0.216,0.07,0.25,-0.35,1.076,0.353,-0.118,1.169,0.141,-0.173,14.1,90.0,0,0,0,0,1
4764,5280587,K03274.01,CONFIRMED,35.6225528,0.000543,-0.000543,4.845,0.403,-0.403,651.0,78.8,-78.8,0.261,0.203,-0.261,0.023364,0.00173,-0.00166,2.56109,0.78909,-1.45999,2.24,0.59,-0.2,0.2101,89.73,523.0,17.67,13.71,-4.66,55.6,17.1,-17.1,5799.0,157.0,-175.0,4.539,0.044,-0.187,-0.1,0.25,-0.3,0.878,0.231,-0.077,0.975,0.104,-0.116,9.6,33.0,0,0,0,0,1
4767,4138008,K04742.01,CONFIRMED,112.303136,0.00172,-0.00172,5.869,0.362,-0.362,502.0,44.1,-44.1,0.248,0.191,-0.248,0.020068,0.00117,-0.00111,4.53694,1.04694,-1.67626,1.3,0.07,-0.05,0.3874,89.9,241.0,0.79,0.15,-0.11,144.6,33.4,-33.4,4401.0,78.0,-78.0,4.677,0.017,-0.027,-0.38,0.15,-0.15,0.595,0.03,-0.024,0.613,0.03,-0.03,13.1,12.0,0,0,0,0,1
