rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_model_snr,koi_num_transits,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
4085,9202434,K04253.01,CANDIDATE,173.2578372,0.000817,-0.000817,2.027,0.266,-0.266,687.0,70.1,-70.1,1.9038,0.0241,-0.7369,0.924361,0.0218,-0.684,3.88636,1.5371,-3.11078,117.29,72.7,-13.2,0.6528,89.38,376.0,4.73,8.87,-1.51,183.4,72.5,-72.5,6392.0,147.0,-228.0,4.399,0.057,-0.351,0.07,0.19,-0.37,1.162,0.72,-0.131,1.232,0.252,-0.208,13.5,8.0,0,0,0,0
4086,8487645,K04254.01,FALSE POSITIVE,0.530967987,1.92e-06,-1.92e-06,1.812,0.107,-0.107,26.9,1.3,-1.3,0.093,0.387,-0.093,0.004833,0.000135,-0.000208,0.83578,0.42261,-0.32018,1.08,0.31,-0.2,0.0163,87.7,4196.0,73103.16,61299.22,-33623.61,2.318,0.586,-0.586,8473.0,237.0,-407.0,4.123,0.112,-0.168,0.21,0.15,-0.6,2.052,0.581,-0.388,2.036,0.338,-0.413,24.1,2527.0,1,0,1,1
4087,10407482,K04255.01,CONFIRMED,6.30558387,6.54e-05,-6.54e-05,2.619,0.276,-0.276,193.0,24.2,-24.2,0.601,0.359,-0.383,0.013131,0.000198,-0.00178,1.61163,2.00918,-0.34743,2.52,1.36,-1.36,0.0657,87.71,1125.0,378.9,631.53,-306.81,15.02,6.2,-6.2,4934.0,148.0,-133.0,3.927,0.658,-0.282,0.28,0.15,-0.25,1.756,0.947,-0.947,0.952,0.191,-0.157,9.5,185.0,0,0,0,0
4088,5817613,K04256.01,FALSE POSITIVE,4.2058608,0.000149,-0.000149,7.39,0.651,-0.651,182.0,17.4,-17.4,0.438,0.032,-0.432,0.012481,0.000734,-0.000689,0.06991,0.0631,-0.02752,1.14,0.3,-0.1,0.0498,83.76,1012.0,248.04,202.41,-67.46,4.03,1.8,-1.8,5590.0,186.0,-186.0,4.56,0.031,-0.178,-0.06,0.3,-0.3,0.839,0.22,-0.073,0.934,0.094,-0.104,13.3,274.0,0,0,1,1
4089,7901016,K04257.01,CANDIDATE,41.6757509,0.000599,-0.000599,10.848,0.336,-0.336,142.0,7.1,-7.1,0.256,0.181,-0.256,0.010904,0.00037,-0.000402,0.25759,0.05313,-0.07138,2.1,0.51,-0.95,0.2375,89.49,690.0,53.72,38.64,-39.24,28.7,5.9,-5.9,5745.0,156.0,-156.0,3.957,0.465,-0.155,-0.16,0.3,-0.25,1.763,0.428,-0.796,1.027,0.13,-0.159,22.6,33.0,0,0,0,0
4090,5385410,K04323.01,CANDIDATE,11.49589567,7.25e-05,-7.25e-05,2.256,0.155,-0.155,108.0,9.5,-9.5,0.295,0.149,-0.295,0.00965,0.000465,-0.000517,7.60698,1.80637,-3.43737,1.59,0.46,-0.42,0.1037,89.55,1057.0,295.46,255.66,-156.16,37.6,8.9,-8.9,6290.0,170.0,-208.0,4.133,0.252,-0.168,-0.14,0.25,-0.3,1.506,0.444,-0.4,1.123,0.181,-0.164,13.2,118.0,0,0,0,0
4091,9910942,K04324.01,FALSE POSITIVE,8.4803326,0.000172,-0.000172,5.918,0.558,-0.558,35.6,3.9,-3.9,0.556,0.412,-0.34,0.005666,0.000248,-0.000474,0.20489,0.275,-0.04848,1.35,0.26,-0.46,0.0856,86.53,1390.0,882.07,527.66,-540.43,9.2,4.1,-4.1,6245.0,172.0,-191.0,3.826,0.308,-0.103,-0.44,0.35,-0.25,2.179,0.43,-0.736,1.16,0.217,-0.217,11.0,128.0,0,0,1,1
4092,7749002,K04325.01,CANDIDATE,0.609926502,2.44e-06,-2.44e-06,1.2529,0.0969,-0.0969,134.0,10.5,-10.5,0.24,0.218,-0.24,0.010654,0.000522,-0.00055,2.58243,0.34762,-1.26014,1.12,0.37,-0.12,0.0144,86.28,2141.0,4990.14,4831.82,-1553.05,3.703,0.498,-0.498,5936.0,176.0,-211.0,4.501,0.039,-0.221,0.07,0.25,-0.3,0.965,0.312,-0.104,1.075,0.124,-0.152,15.3,2128.0,0,0,0,0
4093,10924340,K04326.01,FALSE POSITIVE,0.750744255,9.95e-07,-9.95e-07,1.7921,0.0555,-0.0555,171.0,4.1,-4.1,1.154,0.633,-0.09,0.166834,0.629,-0.0878,0.07076,0.15118,-0.01199,17.07,5.56,-1.48,0.0162,25.83,2074.0,4387.1,4198.22,-1150.86,1.282,0.548,-0.548,6187.0,169.0,-188.0,4.499,0.041,-0.23,-0.32,0.3,-0.35,0.937,0.305,-0.081,1.011,0.136,-0.123,50.4,1776.0,1,0,0,1
4094,5371777,K04327.01,CONFIRMED,0.991659646,7.95e-06,-7.95e-06,2.215,0.183,-0.183,77.3,6.8,-6.8,0.765,0.196,-0.531,0.008786,0.00228,-0.00085,0.26834,0.55391,-0.22411,1.19,0.2,-0.13,0.0205,71.48,2102.0,4614.18,1950.29,-1169.03,2.407,0.994,-0.994,6117.0,73.0,-92.0,4.315,0.084,-0.126,0.14,0.15,-0.15,1.244,0.205,-0.136,1.17,0.081,-0.089,13.5,1078.0,0,0,0,0
4095,3848083,K07670.01,CANDIDATE,8.4795266,0.000354,-0.000354,6.052,0.9,-0.9,163.0,24.2,-24.2,0.136,0.325,-0.136,0.011632,0.000798,-0.00123,0.32646,1.95404,-0.12844,1.18,0.33,-0.11,0.0827,89.27,865.0,132.02,109.18,-39.3,10.75,5.4,-5.4,5841.0,163.0,-225.0,4.52,0.046,-0.196,0.07,0.25,-0.35,0.931,0.26,-0.087,1.047,0.101,-0.139,8.0,135.0,0,0,0,0
4096,6359926,K04391.01,CANDIDATE,49.4746966,0.000982,-0.000982,10.46,0.525,-0.525,291.0,19.2,-19.2,0.491,0.476,-0.278,0.015994,0.000247,-0.00124,0.25661,0.14981,-0.06608,1.62,0.46,-0.2,0.2583,89.12,498.0,14.5,12.16,-4.63,32.14,9.4,-9.4,5952.0,161.0,-179.0,4.475,0.067,-0.189,-0.28,0.3,-0.3,0.928,0.265,-0.114,0.94,0.118,-0.106,17.2,28.0,0,0,0,0
4097,6629993,K04392.01,FALSE POSITIVE,118.609553,0.00717,-0.00717,22.74,1.7,-1.7,381.0,30.5,-30.5,0.993,0.021,-0.703,0.033092,0.00898,-0.0168,0.00203,0.20658,-0.00049,2.86,0.26,-0.28,0.4346,85.04,299.0,1.88,0.64,-0.53,11.47,5.7,-5.7,5017.0,151.0,-151.0,4.531,0.066,-0.054,0.02,0.25,-0.3,0.792,0.072,-0.079,0.776,0.078,-0.064,13.1,11.0,0,0,1,0
4098,8324518,K04393.01,CANDIDATE,1.62888267,9.38e-06,-9.38e-06,1.72,0.124,-0.124,131.0,12.2,-12.2,0.147,0.31,-0.147,0.010339,0.000627,-0.000626,2.72339,0.4309,-1.29567,0.92,0.19,-0.08,0.0261,88.84,1327.0,733.67,485.2,-187.7,7.26,1.1,-1.1,5398.0,177.0,-160.0,4.571,0.034,-0.136,-0.02,0.25,-0.3,0.811,0.169,-0.068,0.896,0.073,-0.097,12.5,826.0,0,0,0,0
4099,10427700,K04394.01,FALSE POSITIVE,0.616386349,1.1e-06,-1.1e-06,0.8136,0.0593,-0.0593,79.4,4.4,-4.4,0.226,0.23,-0.226,0.008252,0.00267,-0.000328,9.31487,7.33497,-4.08441,2.94,0.64,-1.18,0.0162,87.73,3552.0,37463.63,24935.48,-25895.29,5.72,2.3,-2.3,5665.0,170.0,-204.0,3.58,0.338,-0.135,-0.2,0.3,-0.35,3.266,0.707,-1.313,1.478,0.184,-0.461,21.9,1728.0,1,0,0,0
4100,3103473,K04395.01,CANDIDATE,1.920062587,8.52e-06,-8.52e-06,1.437,0.129,-0.129,227.0,20.5,-20.5,0.387,0.057,-0.387,0.013851,0.000479,-0.00108,4.51857,1.04735,-2.25953,1.12,0.16,-0.09,0.0283,87.69,1189.0,471.84,217.13,-114.6,9.58,2.2,-2.2,5266.0,158.0,-142.0,4.611,0.036,-0.09,-0.22,0.3,-0.3,0.741,0.103,-0.06,0.83,0.07,-0.101,12.6,702.0,0,0,0,0
4101,11296045,K04396.01,FALSE POSITIVE,88.91323139,,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
4102,3124598,K04187.01,FALSE POSITIVE,7.07162308,4.64e-05,-4.64e-05,2.587,0.179,-0.179,123.0,8.7,-8.7,0.331,0.151,-0.331,0.010321,0.000447,-0.000498,3.00141,1.05162,-1.25571,1.42,0.39,-0.32,0.0723,89.05,1162.0,431.05,355.8,-208.11,19.95,7.0,-7.0,6313.0,176.0,-220.0,4.24,0.19,-0.171,-0.38,0.3,-0.3,1.259,0.351,-0.287,1.005,0.157,-0.129,16.9,190.0,0,0,1,0
4103,6879171,K04188.01,CONFIRMED,6.96352699,3.85e-05,-3.85e-05,3.192,0.131,-0.131,68.1,4.5,-4.5,0.09,0.365,-0.09,0.007579,0.000346,-0.000308,1.82834,0.15731,-0.72812,1.4,0.34,-0.59,0.0711,89.69,1298.0,669.78,513.56,-473.35,16.73,1.4,-1.4,6040.0,201.0,-201.0,3.978,0.458,-0.153,-0.44,0.3,-0.3,1.686,0.413,-0.709,0.984,0.137,-0.137,17.4,194.0,0,0,0,0
4104,9897364,K04189.01,CONFIRMED,64.2729088,0.000942,-0.000942,12.136,0.607,-0.607,1210.0,50.7,-50.7,0.908,0.009,-0.654,0.03795,0.00477,-0.00576,0.03848,0.35822,-0.02542,5.38,1.76,-0.94,0.3308,87.44,554.0,22.31,21.51,-9.34,20.33,10.0,-10.0,6341.0,177.0,-243.0,4.278,0.132,-0.198,-0.04,0.25,-0.3,1.299,0.424,-0.228,1.165,0.181,-0.164,27.4,6.0,0,0,0,0
4105,12505503,K04190.01,CONFIRMED,3.4327371,2.77e-05,-2.77e-05,4.001,0.2,-0.2,63.2,4.7,-4.7,0.703,0.255,-0.506,0.007773,0.00213,-0.000592,0.17777,0.28109,-0.16091,0.75,0.22,-0.07,0.0442,81.58,1134.0,390.57,329.66,-102.03,4.8,1.9,-1.9,5757.0,138.0,-156.0,4.536,0.036,-0.204,-0.06,0.25,-0.3,0.881,0.26,-0.081,0.974,0.102,-0.114,15.3,396.0,0,0,0,0
4106,3548639,K04191.01,FALSE POSITIVE,13.8452726,0.000149,-0.000149,2.555,0.314,-0.314,93.2,11.8,-11.8,0.566,0.395,-0.346,0.009217,0.000517,-0.0008,4.08115,6.75496,-3.93227,2.34,0.48,-0.78,0.1301,89.06,1276.0,626.93,384.26,-382.32,34.6,14.3,-14.3,6845.0,184.0,-225.0,3.89,0.266,-0.114,-0.2,0.3,-0.25,2.324,0.475,-0.772,1.529,0.194,-0.292,10.4,100.0,0,1,1,0
4107,4390912,K07695.01,FALSE POSITIVE,0.687506554,4.2e-06,-4.2e-06,1.441,0.164,-0.164,130.0,12.0,-12.0,0.085,0.372,-0.085,0.010109,0.000792,-0.000466,2.05445,0.27762,-1.33373,8.73,1.46,-0.25,0.0147,88.69,4748.0,120304.4,51614.14,-11923.05,3.716,0.502,-0.502,4643.0,55.0,-55.0,2.595,0.024,-0.033,-0.18,0.15,-0.1,7.906,1.325,-0.221,0.898,0.268,-0.015,14.4,1680.0,1,0,1,0
4108,7115925,K04258.01,FALSE POSITIVE,0.566801617,3.22e-06,-3.22e-06,2.75,0.171,-0.171,24.9,1.2,-1.2,0.565,0.074,-0.442,0.004748,0.000866,-0.00019,0.20292,0.08849,-0.03087,0.88,0.19,-0.24,0.0143,68.05,3018.0,19598.53,12917.01,-10362.1,1.51,0.659,-0.659,6287.0,169.0,-188.0,4.064,0.228,-0.123,0.0,0.25,-0.25,1.693,0.375,-0.458,1.211,0.19,-0.172,26.4,2374.0,1,0,0,1
4109,5785279,K04259.01,CANDIDATE,0.909127736,4.05e-06,-4.05e-06,1.431,0.119,-0.119,98.7,8.7,-8.7,0.098,0.36,-0.098,0.008986,0.00051,-0.00057,2.7079,0.73147,-1.33535,0.98,0.26,-0.17,0.0177,88.86,1818.0,2566.87,2113.64,-995.71,4.91,1.3,-1.3,5486.0,164.0,-164.0,4.389,0.149,-0.182,0.06,0.25,-0.3,0.996,0.272,-0.168,0.885,0.101,-0.074,13.9,1463.0,0,0,0,0
4110,7429287,K04260.01,FALSE POSITIVE,371.63327,0.022,-0.022,14.92,1.1,-1.1,107.0,10.1,-10.1,0.8185,0.1421,-0.5779,0.010556,0.00123,-0.00128,0.1965,0.90357,-0.17425,1.83,0.11,-0.08,1.042,89.38,316.0,2.36,0.39,-0.29,112.8,51.9,-51.9,5802.0,60.0,-60.0,4.073,0.012,-0.012,-0.2,0.3,-0.3,1.59,0.09,-0.07,1.08,0.17,-0.1,15.2,,1,0,0,0
4111,10526887,K04261.01,CONFIRMED,1.450889836,6.48e-06,-6.48e-06,1.753,0.115,-0.115,136.0,10.0,-10.0,0.333,0.116,-0.333,0.010797,0.00045,-0.000528,2.0073,0.50196,-0.80455,1.21,0.38,-0.17,0.0252,86.85,1700.0,1970.75,1882.23,-690.32,6.07,1.5,-1.5,6046.0,189.0,-210.0,4.423,0.087,-0.203,-0.14,0.3,-0.3,1.023,0.322,-0.138,1.011,0.153,-0.126,15.7,919.0,0,0,0,0
4112,11125613,K02485.03,CONFIRMED,5.72716067,3.05e-05,-3.05e-05,2.23,0.135,-0.135,311.0,21.9,-21.9,0.447,0.044,-0.431,0.016114,0.000578,-0.00108,3.31866,1.65504,-1.20666,1.4,0.05,-0.09,0.0575,88.57,794.0,93.96,13.04,-17.39,17.92,8.9,-8.9,4838.0,77.0,-77.0,4.524,0.063,-0.018,0.18,0.15,-0.15,0.796,0.027,-0.054,0.771,0.047,-0.027,16.0,171.0,0,0,0,0
4113,3545583,K04328.01,FALSE POSITIVE,407.59415,0.0248,-0.0248,7.3,1.1,-1.1,462.0,77.5,-77.5,0.0274,0.4225,-0.0271,0.019805,0.00155,-0.00224,9.35067,0.1014,-6.85631,2.11,0.75,-0.3,1.0289,89.95,266.0,1.18,1.27,-0.41,434.66,4.7,-4.7,6198.0,183.0,-189.0,4.402,0.114,-0.256,-0.68,0.3,-0.28,0.974,0.348,-0.136,0.872,0.118,-0.076,7.7,,1,0,1,0
4114,9896018,K02579.03,CANDIDATE,10.30148508,9.39e-05,-9.39e-05,3.903,0.206,-0.206,163.0,13.9,-13.9,0.445,0.008,-0.444,0.011853,0.00047,-0.000774,1.10023,0.61899,-0.28368,1.6,0.27,-0.23,0.0954,88.61,934.0,180.14,79.49,-54.41,18.34,5.2,-5.2,5887.0,70.0,-79.0,4.292,0.12,-0.12,0.16,0.15,-0.15,1.235,0.213,-0.175,1.09,0.07,-0.078,12.6,112.0,0,0,0,0
4115,12456063,K04329.01,CANDIDATE,17.8007815,0.000252,-0.000252,6.547,0.251,-0.251,44.5,3.6,-3.6,0.928,0.001,-0.718,0.007451,0.000188,-0.00154,0.03307,0.51909,-0.00908,1.02,0.17,-0.1,0.1423,83.51,816.0,105.04,47.61,-26.28,8.21,4.0,-4.0,6240.0,111.0,-136.0,4.326,0.063,-0.117,0.14,0.15,-0.2,1.252,0.205,-0.119,1.214,0.087,-0.097,14.2,74.0,0,0,0,0
4116,8374741,K04330.01,FALSE POSITIVE,358.101884,0.00727,-0.00727,6.393,0.39,-0.39,114.0,12.3,-12.3,0.5804,0.0392,-0.4636,0.010135,0.00032,-0.000946,6.53276,7.28546,-0.32128,0.95,0.41,-0.09,0.9525,89.95,242.0,0.81,1.04,-0.2,354.0,132.0,-132.0,5786.0,148.0,-142.0,4.526,0.041,-0.295,-0.28,0.3,-0.26,0.856,0.374,-0.075,0.898,0.11,-0.085,12.8,,1,0,0,0
4117,5096053,K04331.01,CANDIDATE,1.717859841,8.53e-06,-8.53e-06,0.908,0.148,-0.148,66.3,9.0,-9.0,0.35,0.104,-0.35,0.007668,0.000421,-0.000834,16.40314,4.46467,-16.24225,1.45,0.43,-0.47,0.0309,88.53,2212.0,5645.85,4932.26,-3445.68,13.68,3.7,-3.7,6694.0,188.0,-259.0,4.084,0.252,-0.168,-0.22,0.25,-0.3,1.732,0.511,-0.562,1.333,0.185,-0.254,9.5,782.0,0,0,0,0
4118,11296045,K04396.02,FALSE POSITIVE,46.0771501,,,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
4119,11296045,K04396.03,FALSE POSITIVE,42.62423329,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
4120,3247503,K04397.01,FALSE POSITIVE,0.447861451,8.69e-07,-8.69e-07,0.8541,0.0711,-0.0711,265.0,18.5,-18.5,0.427,0.057,-0.404,0.015358,0.000649,-0.00075,4.98597,2.69664,-1.69626,1.42,0.37,-0.13,0.0112,83.47,2263.0,6221.08,4746.68,-1685.53,3.75,1.0,-1.0,5901.0,158.0,-175.0,4.553,0.044,-0.187,-0.3,0.3,-0.3,0.848,0.22,-0.079,0.938,0.097,-0.119,20.3,1194.0,0,0,1,0
4121,5802637,K04398.01,CANDIDATE,7.3422467,5.54e-05,-5.54e-05,2.029,0.192,-0.192,367.0,37.3,-37.3,0.253,0.201,-0.253,0.017463,0.0011,-0.00107,7.10408,2.00782,-3.54773,1.6,0.34,-0.14,0.0724,89.47,837.0,115.93,75.95,-32.5,27.25,7.7,-7.7,5573.0,174.0,-194.0,4.562,0.036,-0.144,-0.04,0.25,-0.3,0.839,0.176,-0.075,0.939,0.083,-0.12,11.8,118.0,0,0,0,0
4122,5531694,K00647.02,CANDIDATE,8.1134681,0.000163,-0.000163,4.961,0.818,-0.818,40.5,5.8,-5.8,0.454,0.519,-0.251,0.005948,0.0006,-0.000364,0.40808,0.63452,-0.39428,0.92,0.13,-0.2,0.078,87.69,1127.0,381.27,161.95,-162.8,11.24,4.4,-4.4,6011.0,108.0,-132.0,4.123,0.195,-0.105,-0.3,0.15,-0.15,1.409,0.214,-0.294,0.963,0.075,-0.082,10.5,150.0,0,0,0,0
4123,8733898,K02842.03,CONFIRMED,3.036208739,7.24e-06,-7.24e-06,0.9324,0.0522,-0.0522,1820.0,87.7,-87.7,0.111,0.328,-0.111,0.039143,0.00167,-0.00113,34.87047,4.50186,-14.04306,1.4,0.17,-0.15,0.0283,89.75,520.0,17.31,6.27,-4.44,25.71,3.3,-3.3,3464.0,69.0,-55.0,4.923,0.044,-0.044,-0.14,0.15,-0.15,0.328,0.04,-0.036,0.328,0.053,-0.043,26.0,154.0,0,0,0,0
4124,9828127,K04192.01,CONFIRMED,18.0541469,0.000148,-0.000148,4.587,0.171,-0.171,283.0,16.2,-16.2,0.175,0.285,-0.175,0.015187,0.000711,-0.000564,1.57821,0.15566,-0.65237,1.51,0.18,-0.09,0.1327,89.67,635.0,38.57,12.86,-6.29,30.07,3.0,-3.0,5505.0,74.0,-82.0,4.501,0.038,-0.105,0.16,0.15,-0.15,0.909,0.113,-0.052,0.955,0.044,-0.058,19.3,72.0,0,0,0,0
4125,7107802,K02420.02,CANDIDATE,5.4675514,6.16e-05,-6.16e-05,3.283,0.256,-0.256,87.2,9.6,-9.6,0.27,0.19,-0.27,0.008485,0.000595,-0.000539,1.1995,0.41048,-0.5569,1.07,0.15,-0.17,0.0595,88.75,1078.0,319.36,124.31,-105.87,12.38,4.2,-4.2,5557.0,83.0,-75.0,4.288,0.162,-0.108,0.14,0.15,-0.15,1.151,0.166,-0.184,0.936,0.069,-0.046,10.4,236.0,0,0,0,0
4126,4281068,K07689.01,FALSE POSITIVE,1.01530474,1.23e-07,-1.23e-07,8.7622,0.0145,-0.0145,16400.0,12.6,-12.6,1.245,0.013,-0.011,0.411901,0.0101,-0.0124,0.05554,0.00131,-0.00118,64.77,11.4,-8.28,0.0214,30.61,2324.0,6918.45,3068.04,-1921.72,1.4465,0.0341,-0.0341,6428.0,70.0,-83.0,4.226,0.099,-0.121,0.08,0.15,-0.2,1.44,0.253,-0.184,1.273,0.095,-0.105,1823.0,1060.0,0,1,1,0
4127,9092496,K04193.01,FALSE POSITIVE,94.180473,0.00141,-0.00141,7.345,0.478,-0.478,1100.0,77.9,-77.9,0.955,0.027,-0.658,0.038195,0.0115,-0.00864,0.13495,3.96474,-0.08613,4.17,1.55,-0.27,0.417,88.63,478.0,12.34,13.14,-3.11,39.8,19.8,-19.8,6997.0,167.0,-263.0,4.475,0.026,-0.234,-0.5,0.3,-0.3,1.0,0.371,-0.066,1.155,0.159,-0.119,15.6,15.0,1,0,0,0
4128,5644412,K04194.01,CONFIRMED,1.538185321,7.01e-06,-7.01e-06,1.683,0.101,-0.101,277.0,21.0,-21.0,0.7,0.258,-0.482,0.016308,0.00492,-0.00148,1.13128,1.67225,-1.05007,1.29,0.17,-0.12,0.0241,82.28,1234.0,547.92,264.07,-156.05,5.21,2.6,-2.6,5107.0,184.0,-184.0,4.615,0.033,-0.077,-0.2,0.3,-0.3,0.723,0.097,-0.065,0.794,0.073,-0.09,15.2,740.0,0,0,0,0
4129,9959545,K04195.01,FALSE POSITIVE,1.332567643,8.64e-06,-8.64e-06,4.284,0.184,-0.184,56.7,2.9,-2.9,0.642,0.287,-0.412,0.007244,0.00125,-0.000365,0.08586,0.08545,-0.00531,0.62,0.14,-0.04,0.0226,71.31,1482.0,1143.87,729.32,-269.86,2.005,0.998,-0.998,5687.0,152.0,-152.0,4.582,0.036,-0.144,-0.34,0.3,-0.3,0.79,0.169,-0.061,0.882,0.088,-0.107,24.0,1006.0,0,1,1,1
4130,9641144,K04262.01,FALSE POSITIVE,1.089076495,6.43e-06,-6.43e-06,2.274,0.165,-0.165,43.7,3.6,-3.6,0.597,0.375,-0.377,0.006327,0.000213,-0.000418,0.45747,0.734,-0.04059,0.75,0.23,-0.09,0.0214,78.76,2016.0,3923.24,3472.78,-1184.76,3.06,1.2,-1.2,6444.0,145.0,-193.0,4.416,0.067,-0.202,-0.26,0.25,-0.3,1.079,0.338,-0.121,1.107,0.152,-0.137,15.3,1227.0,0,0,1,1
4131,8572168,K04263.01,FALSE POSITIVE,1.662710314,6.44e-06,-6.44e-06,1.83,0.109,-0.109,85.9,4.2,-4.2,0.577,0.376,-0.356,0.008824,0.00192,-0.000519,1.33062,0.65825,-0.39003,2.16,0.47,-1.09,0.0298,84.29,2307.0,6700.6,4533.65,-5273.14,5.79,2.9,-2.9,6028.0,192.0,-213.0,3.842,0.496,-0.124,-0.06,0.3,-0.3,2.244,0.485,-1.131,1.276,0.176,-0.301,23.8,788.0,0,0,1,0
4132,4472143,K07696.01,FALSE POSITIVE,472.071079,0.00621,-0.00621,5.759,0.648,-0.648,253.0,53.5,-53.5,0.388,0.075,-0.388,0.014666,0.00312,-0.00535,17.18439,95.25835,-16.8025,2.01,0.17,-0.08,1.2977,89.96,268.0,1.22,0.3,-0.14,587.0,271.0,-271.0,6186.0,83.0,-74.0,4.358,0.02,-0.064,0.56,0.05,-0.15,1.253,0.109,-0.047,1.305,0.041,-0.046,6.4,3.0,1,0,0,0
4133,12509829,K04264.01,CANDIDATE,0.888478095,2.84e-06,-2.84e-06,1.5312,0.0837,-0.0837,340.0,16.2,-16.2,0.452,0.088,-0.404,0.01717,0.000186,-0.00107,1.65071,0.52269,-0.58056,1.51,0.33,-0.12,0.0174,83.67,1665.0,1825.96,1223.43,-434.25,4.1,1.3,-1.3,5553.0,166.0,-149.0,4.577,0.036,-0.153,-0.16,0.3,-0.3,0.806,0.176,-0.063,0.903,0.083,-0.111,24.6,1505.0,0,0,0,0
4134,7368137,K04265.01,FALSE POSITIVE,2.18242002,2.44e-05,-2.44e-05,4.103,0.317,-0.317,69.7,6.1,-6.1,0.721,0.248,-0.483,0.008207,0.00199,-0.000669,0.10519,0.1788,-0.08898,0.7,0.19,-0.05,0.0314,76.0,1283.0,638.12,504.95,-145.19,2.98,1.3,-1.3,5808.0,158.0,-158.0,4.583,0.033,-0.176,-0.46,0.3,-0.3,0.786,0.211,-0.056,0.871,0.089,-0.099,13.8,618.0,0,0,1,1
4135,9027841,K04266.01,FALSE POSITIVE,0.503999678,1.45e-07,-1.45e-07,0.5421,0.0211,-0.0211,976.0,6.9,-6.9,0.962,0.103,-0.013,0.047859,0.0615,-0.00991,2.24957,2.37098,-1.09028,2.97,0.17,-0.19,0.0103,72.01,1605.0,1566.41,405.93,-353.5,3.11,1.1,-1.1,4898.0,146.0,-146.0,4.686,0.054,-0.027,-1.16,0.3,-0.3,0.568,0.033,-0.037,0.57,0.042,-0.024,96.8,2652.0,0,1,0,0
4136,8953414,K04332.01,FALSE POSITIVE,2.66588544,3.26e-05,-3.26e-05,5.004,0.289,-0.289,167.0,11.3,-11.3,0.276,0.169,-0.276,0.011586,0.000481,-0.000626,0.1717,0.02654,-0.06909,0.98,0.09,-0.1,0.0341,86.06,1041.0,278.03,103.14,-84.17,4.011,0.62,-0.62,4965.0,176.0,-176.0,4.536,0.078,-0.054,-0.06,0.3,-0.3,0.771,0.071,-0.079,0.744,0.095,-0.055,17.2,377.0,0,0,1,1
4137,2576962,K04333.01,CANDIDATE,309.25581,0.015,-0.015,10.72,1.0,-1.0,421.0,45.6,-45.6,0.2875,0.1631,-0.2875,0.018899,0.00111,-0.00122,1.97511,0.66001,-0.89022,2.18,1.04,-0.23,0.9158,89.95,287.0,1.61,2.24,-0.48,215.3,72.0,-72.0,6060.0,148.0,-196.0,4.419,0.063,-0.305,0.0,0.2,-0.3,1.057,0.502,-0.11,1.067,0.224,-0.127,9.9,,0,0,0,0
4138,10140274,K04334.01,CANDIDATE,2.44232399,1.04e-05,-1.04e-05,1.921,0.133,-0.133,229.0,18.5,-18.5,0.303,0.158,-0.303,0.013601,0.000653,-0.000903,2.64797,0.75365,-1.07876,1.1,0.08,-0.11,0.0319,88.15,1029.0,264.82,80.33,-75.12,9.42,2.7,-2.7,4849.0,146.0,-146.0,4.561,0.061,-0.039,-0.08,0.3,-0.3,0.738,0.056,-0.074,0.723,0.081,-0.054,14.1,543.0,0,0,0,0
4139,10730070,K04335.01,CONFIRMED,7.61758198,5.45e-05,-5.45e-05,3.545,0.173,-0.173,85.4,7.3,-7.3,0.234,0.226,-0.234,0.008523,0.000487,-0.000396,1.36446,0.28186,-0.53,1.0,0.32,-0.14,0.0772,89.17,1020.0,255.32,238.4,-88.91,16.12,3.3,-3.3,6202.0,166.0,-203.0,4.401,0.072,-0.217,-0.12,0.25,-0.3,1.072,0.342,-0.147,1.05,0.169,-0.127,13.4,176.0,0,0,0,0
4140,4458109,K04336.01,FALSE POSITIVE,41.477908,0.00299,-0.00299,10.45,1.2,-1.2,29.9,4.1,-4.1,0.5122,0.0688,-0.4176,0.005186,0.000332,-0.000434,0.19847,0.27866,-0.08142,1.09,0.38,-0.38,0.2491,88.81,849.0,122.73,124.24,-76.63,26.2,12.3,-12.3,6935.0,173.0,-218.0,3.95,0.307,-0.178,-0.62,0.24,-0.3,1.918,0.672,-0.665,1.197,0.267,-0.173,9.6,,1,0,0,0
