toi,tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_teff,st_logg,st_rad,st_tmag,st_dist,pl_orbpererr1,pl_orbpererr2,pl_trandurherr1,pl_trandurherr2,pl_trandeperr1,pl_trandeperr2,pl_radeerr1,pl_radeerr2,pl_insolerr1,pl_insolerr2,pl_eqterr1,pl_eqterr2,st_tefferr1,st_tefferr2,st_loggerr1,st_loggerr2,st_raderr1,st_raderr2,st_tmagerr1,st_tmagerr2,st_disterr1,st_disterr2
4729.01,PC,6.9279673,1.868,6830.0,9.55039,70.231,806.0,5950.0,4.44,1.04,12.5934,464.949,3.31e-05,-3.31e-05,0.332,-0.332,14.9139,-14.9139,0.639462,-0.639462,,,,,201.3,-201.3,0.09,-0.09,0.05,-0.05,0.006,-0.006,4.91,-4.91
473.01,KP,1.5732848,2.4285285,16875.79098,14.7247524,1563.637366,1603.813112,5400.0,4.38782,1.09539,12.0506,369.926,1e-06,-1e-06,0.0236833,-0.0236833,158.01283,-158.01283,0.7702084,-0.7702084,,,,,,,,,0.0565955,-0.0565955,0.007,-0.007,3.0025,-3.0025
4730.01,PC,4.0681112,3.284,2150.0,9.75584,4517.28,2283.0,7070.0,4.13,1.78,11.5548,572.079,1.86e-05,-1.86e-05,0.806,-0.806,18.4566,-18.4566,0.982277,-0.982277,,,,,406.1,-406.1,0.1,-0.1,0.09,-0.09,0.006,-0.006,20.4815,-20.4815
4731.01,PC,1.4553693,1.236,9810.0,13.4308,1295.38,1671.0,6344.5,,1.25,11.801,,9e-07,-9e-07,0.176,-0.176,7.07973,-7.07973,1.90665,-1.90665,,,,,437.2,-437.2,,,0.17,-0.17,0.018,-0.018,,
4732.01,PC,1.8911553,1.085,14530.0,21.7999,538.48,1342.0,5711.0,4.44,1.01,13.1802,570.837,0.0002379,-0.0002379,0.223,-0.223,4414.23,-4414.23,,,,,,,123.0,-123.0,,,,,0.007,-0.007,10.2715,-10.2715
4733.01,PC,5.3054422,3.785,18200.0,17.4742,510.647,1324.0,6473.0,4.35,1.27,13.0454,796.776,1.55e-05,-1.55e-05,0.108,-0.108,3.48618,-3.48618,,,,,,,122.0,-122.0,,,,,0.015,-0.015,16.7305,-16.7305
4734.01,PC,6.2356356,5.544,2470.0,9.02698,633.344,1397.0,5854.0,3.97,1.76,11.9039,563.068,2.98e-05,-2.98e-05,0.277,-0.277,0.956138,-0.956138,0.578445,-0.578445,,,,,149.4,-149.4,0.08,-0.08,0.11,-0.11,0.014,-0.014,19.151,-19.151
4735.01,PC,3.541053,2.031,21620.0,,,,,,,12.922,,6.4e-06,-6.4e-06,0.211,-0.211,12.0527,-12.0527,,,,,,,,,,,,,0.019,-0.019,,
4736.01,PC,2.8564778,4.678,5320.0,21.5886,8379.19,2665.0,5777.0,4.02,1.65,13.4148,914.606,5.02e-05,-5.02e-05,0.682,-0.682,2362.01,-2362.01,,,,,,,122.0,-122.0,,,,,0.011,-0.011,24.497,-24.497
4737.01,CP,9.3202467,4.963,2200.0,7.8768,250.474,1108.0,5916.0,4.02,1.67,11.992,580.199,9.15e-05,-9.15e-05,0.533,-0.533,3.2391,-3.2391,0.526547,-0.526547,,,,,160.0,-160.0,0.08,-0.08,0.09,-0.09,0.006,-0.006,12.472,-12.472
4738.01,FP,4.6498719,4.995,8110.0,16.6839,4756.94,2313.0,9056.0,4.3,1.78,12.1359,1102.97,8.1e-06,-8.1e-06,0.11,-0.11,0.815987,-0.815987,1.12486,-1.12486,,,,,164.0,-164.0,0.09,-0.09,0.12,-0.12,0.01,-0.01,67.07,-67.07
4739.01,APC,8.1703609,3.365,9410.0,22.3829,1223.74,,8190.0,4.438,2.1,10.5293,626.217,1.66e-05,-1.66e-05,0.186,-0.186,6.60552,-6.60552,,,,,,,,,,,,,0.006,-0.006,,
474.01,KP,2.5167257,2.5896099,16406.54574,12.9083148,558.8280149,1240.050272,5403.0,4.50146,0.982638,12.7632,416.459,2.3e-06,-2.3e-06,0.0454739,-0.0454739,208.0753,-208.0753,0.7504706,-0.7504706,,,,,,,,,0.0551458,-0.0551458,0.007,-0.007,2.7085,-2.7085
4740.01,PC,5.7728793,3.883,6900.0,,,,,,,11.572,633.036,0.0005881,-0.0005881,0.296,-0.296,2.30808,-2.30808,,,,,,,,,,,,,0.018,-0.018,,
4741.01,PC,2.4849639,2.977,6830.0,14.0194,1421.21,1710.0,6252.0,4.11,1.6,12.6648,772.403,0.0004804,-0.0004804,0.213,-0.213,5.35247,-5.35247,0.976199,-0.976199,,,,,105.3,-105.3,0.09,-0.09,0.1,-0.1,0.026,-0.026,14.6945,-14.6945
4742.01,PC,4.1034672,2.918,6920.0,10.5038,689.785,1427.0,6753.0,4.39,1.27,12.9065,803.756,3.38e-05,-3.38e-05,0.274,-0.274,9.76711,-9.76711,0.652592,-0.652592,,,,,133.6,-133.6,0.09,-0.09,0.06,-0.06,0.009,-0.009,16.4875,-16.4875
4743.01,PC,6.2185453,3.122,7840.0,19.4459,798.226,1480.0,7968.0,4.06,2.14,13.0802,1882.37,5.79e-05,-5.79e-05,0.733,-0.733,29.0341,-29.0341,,,,,,,123.0,-123.0,,,,,0.01,-0.01,82.125,-82.125
4744.01,PC,4.8013522,4.644,4690.0,14.2355,1151.39,1622.0,6399.9,3.9,2.11,12.7323,999.297,4.2e-05,-4.2e-05,0.618,-0.618,7.72825,-7.72825,1.32821,-1.32821,,,,,149.9,-149.9,0.11,-0.11,0.17,-0.17,0.029,-0.029,24.677,-24.677
4745.01,PC,4.413935,2.604,10370.0,13.3105,293.437,1153.0,5972.0,,1.28,13.1524,898.386,2.21e-05,-2.21e-05,0.308,-0.308,12.3169,-12.3169,2.07289,-2.07289,,,,,484.6,-484.6,,,0.19,-0.19,0.006,-0.006,,
4746.01,PC,7.5395871,2.44,2920.0,4.39334,55.2646,759.0,5223.0,4.6,0.78,11.9046,218.705,4.5e-05,-4.5e-05,0.236,-0.236,3.94601,-3.94601,0.315644,-0.315644,,,,,135.1,-135.1,0.09,-0.09,0.05,-0.05,0.006,-0.006,0.9425,-0.9425
4747.01,PC,5.2192426,2.45,1500.0,3.8343,190.795,1035.0,5688.0,4.45,0.99,11.8128,304.615,3.43e-05,-3.43e-05,0.472,-0.472,3.0884,-3.0884,0.273951,-0.273951,,,,,133.4,-133.4,0.08,-0.08,0.05,-0.05,0.006,-0.006,2.015,-2.015
4748.01,PC,4.1018859,3.576,10690.0,13.8992,759.181,1462.0,6327.7,4.3,1.31,13.3212,883.931,1.44e-05,-1.44e-05,0.215,-0.215,6.85043,-6.85043,,,,,,,115.2,-115.2,,,,,0.013,-0.013,22.6775,-22.6775
4749.01,PC,1.3832999,2.774,9020.0,16.4864,10840.4,2842.0,5786.0,4.33,1.16,13.4835,692.636,8.8e-06,-8.8e-06,0.183,-0.183,1598.25,-1598.25,,,,,,,122.0,-122.0,,,,,0.015,-0.015,13.5395,-13.5395
475.01,PC,8.2617663,2.5663307,1418.330899,2.3414536,18.8227716,531.2398464,4105.0,4.60015,0.6194,10.8835,58.7502,2.29e-05,-2.29e-05,0.328758,-0.328758,74.53241,-74.53241,0.9299485,-0.9299485,,,,,171.0,-171.0,0.224825,-0.224825,0.0644472,-0.0644472,0.006,-0.006,0.0718,-0.0718
4750.01,PC,3.2141617,1.618,3370.0,11.8959,462.146,1291.0,7137.0,4.17,1.72,11.6252,670.702,6.3e-06,-6.3e-06,0.162,-0.162,3.31717,-3.31717,0.646356,-0.646356,,,,,129.0,-129.0,0.09,-0.09,0.08,-0.08,0.008,-0.008,16.37,-16.37
4751.01,PC,3.6014534,3.747,10790.0,,,,,,,12.097,773.945,7.7e-06,-7.7e-06,0.239,-0.239,2.43349,-2.43349,,,,,,,,,,,,,0.035,-0.035,,
4752.01,PC,5.0467874,4.516,7190.0,9.9097,995.585,1564.0,6252.0,4.45,1.08,13.3596,746.986,6.9e-05,-6.9e-05,1.071,-1.071,24.6873,-24.6873,,,,,,,122.0,-122.0,,,,,0.017,-0.017,22.5215,-22.5215
4753.01,PC,5.3970484,6.194,2800.0,11.7601,1200.61,1639.0,5996.0,3.78,2.24,12.4037,835.645,4.93e-05,-4.93e-05,0.581,-0.581,2.37396,-2.37396,0.812642,-0.812642,,,,,172.8,-172.8,0.09,-0.09,0.14,-0.14,0.006,-0.006,30.099,-30.099
4754.01,PC,3.6307276,3.198,10550.0,14.0586,855.031,1506.0,6350.0,4.35,1.25,13.0345,746.24,1.15e-05,-1.15e-05,0.357,-0.357,8.05624,-8.05624,,,,,,,122.0,-122.0,,,,,0.032,-0.032,13.242,-13.242
4755.01,PC,22.7273078,2.485,6510.0,19.0824,34.998,677.0,6243.0,3.93,1.98,12.022,757.269,9.59e-05,-9.59e-05,0.624,-0.624,311.635,-311.635,3.93491,-3.93491,,,,,126.4,-126.4,0.08,-0.08,0.09,-0.09,0.006,-0.006,13.6025,-13.6025
4756.01,PC,8.0823172,1.414,4360.0,15.2282,59.7456,774.0,5351.5,,0.98,12.687,553.387,4.08e-05,-4.08e-05,0.417,-0.417,3560.51,-3560.51,6.66046,-6.66046,,,,,313.9,-313.9,,,0.11,-0.11,0.022,-0.022,,
4757.01,PC,2.0804611,3.608,5260.0,11.5464,3648.06,2165.0,6434.0,4.14,1.6,13.4965,1273.46,2.27e-05,-2.27e-05,0.477,-0.477,8.23508,-8.23508,,,,,,,122.0,-122.0,,,,,0.011,-0.011,36.205,-36.205
4758.01,PC,5.7627112,3.501,9670.0,15.7774,1176.49,1631.0,6589.0,4.24,1.48,12.7743,817.426,3.83e-05,-3.83e-05,0.953,-0.953,700.261,-700.261,4.36427,-4.36427,,,,,126.9,-126.9,0.09,-0.09,0.07,-0.07,0.008,-0.008,13.236,-13.236
4759.01,CP,9.6578504,5.943,2300.0,9.98401,258.473,1117.0,5557.0,3.79,2.09,12.2627,766.516,0.0001249,-0.0001249,0.619,-0.619,4.26169,-4.26169,0.720278,-0.720278,,,,,131.3,-131.3,0.08,-0.08,0.11,-0.11,0.007,-0.007,14.1815,-14.1815
476.01,PC,3.0629783,3.0551871,4201.181143,14.5105081,2303.34,1912.912954,7691.0,4.11671,2.05,8.8742,244.897,2.6e-06,-2.6e-06,0.0022551,-0.0022551,0.7275811,-0.7275811,0.0067157,-0.0067157,,,,,215.0,-215.0,0.365191,-0.365191,0.07,-0.07,0.006,-0.006,1.922,-1.922
4760.01,PC,7.7223185,3.344,11390.0,,717.021,1441.0,8539.7,,,13.4145,2406.51,7.16e-05,-7.16e-05,0.689,-0.689,27.7898,-27.7898,,,,,,,456.9,-456.9,,,,,0.006,-0.006,,
4761.01,PC,3.7863767,5.123,2190.0,9.94411,2897.86,2044.0,6892.9,3.95,2.16,12.1499,1053.95,1.5e-05,-1.5e-05,0.301,-0.301,0.940273,-0.940273,0.665626,-0.665626,,,,,107.2,-107.2,0.09,-0.09,0.14,-0.14,0.007,-0.007,49.35,-49.35
4762.01,PC,4.3591525,3.559,1030.0,3.61577,626.954,1394.0,5866.0,4.3,1.2,11.2806,304.955,5.61e-05,-5.61e-05,0.665,-0.665,3.402,-3.402,0.304788,-0.304788,,,,,143.2,-143.2,0.08,-0.08,0.06,-0.06,0.006,-0.006,4.3165,-4.3165
4763.01,PC,5.8679992,5.605,4550.0,14.2889,1505.89,1735.0,7054.0,3.96,2.16,11.9337,849.357,3.54e-05,-3.54e-05,0.334,-0.334,3.04842,-3.04842,0.823283,-0.823283,,,,,205.5,-205.5,0.09,-0.09,0.11,-0.11,0.024,-0.024,25.497,-25.497
4764.01,PC,1.6025971,2.212,13050.0,10.4975,905.776,1528.0,5164.0,4.43,0.95,13.488,514.58,0.000513,-0.000513,0.308,-0.308,24.1074,-24.1074,,,,,,,124.0,-124.0,,,,,0.007,-0.007,9.339,-9.339
4765.01,PC,16.3734954,5.022,7810.0,,67.779,799.0,5809.3,,,13.0513,600.635,0.0001018,-0.0001018,0.298,-0.298,4.43435,-4.43435,,,,,,,263.3,-263.3,,,,,0.006,-0.006,,
4766.01,PC,1.9326573,1.6191056,14051.98279,10.5088307,484.1155352,1196.346558,4909.0,4.47,0.861743,12.6574,300.512,0.0001049,-0.0001049,0.0668737,-0.0668737,348.69324,-348.69324,0.817063,-0.817063,,,,,124.0,-124.0,0.09,-0.09,0.0574598,-0.0574598,0.006,-0.006,2.415,-2.415
4767.01,PC,2.7319222,3.913,3880.0,13.2415,2289.27,1927.0,5473.0,3.79,2.08,13.1935,969.091,2.11e-05,-2.11e-05,1.106,-1.106,17.801,-17.801,,,,,,,125.0,-125.0,,,,,0.006,-0.006,13.762,-13.762
4768.01,PC,7.2644599,3.233,7988.0,15.0763,468.187,1295.0,6617.0,4.15,1.64,10.4397,345.959,3.3e-05,-3.3e-05,0.131,-0.131,303.598,-303.598,0.720355,-0.720355,,,,,136.1,-136.1,0.09,-0.09,0.07,-0.07,0.006,-0.006,3.323,-3.323
4769.01,PC,2.8636452,3.402,8590.0,,11583.8,2890.0,8675.5,,,12.512,1662.71,1.09e-05,-1.09e-05,1.124,-1.124,294.568,-294.568,,,,,,,328.7,-328.7,,,,,0.147,-0.147,,
477.01,KP,2.9444273,2.4478494,20291.38387,12.7921539,317.4314288,1076.545105,5150.0,4.55754,0.88727,11.7583,207.49,8e-07,-8e-07,0.0195613,-0.0195613,140.54343,-140.54343,0.8487273,-0.8487273,,,,,,,,,0.0584598,-0.0584598,0.006,-0.006,1.0265,-1.0265
4770.01,PC,1.9491813,3.119,11670.0,15.8333,3650.34,2165.0,6472.0,4.29,1.36,12.9825,799.474,9.8e-06,-9.8e-06,0.861,-0.861,106.171,-106.171,1.68889,-1.68889,,,,,133.7,-133.7,0.09,-0.09,0.06,-0.06,0.006,-0.006,10.536,-10.536
4771.01,APC,6.0049484,3.366,8932.0,12.6954,315.049,1173.0,6373.5,4.26,1.26,11.9135,498.418,2.22e-05,-2.22e-05,0.171,-0.171,3.65134,-3.65134,0.674977,-0.674977,,,,,110.5,-110.5,2.01,-2.01,0.06,-0.06,0.006,-0.006,9.3925,-9.3925
4772.01,PC,2.8894603,2.561,17030.0,13.0354,480.071,1304.0,5604.0,4.46,0.97,13.3319,591.645,8.2e-06,-8.2e-06,0.257,-0.257,14.274,-14.274,,,,,,,122.0,-122.0,,,,,0.006,-0.006,13.627,-13.627
4773.01,PC,1.7454828,1.923273,6919.130331,14.1453349,3879.807125,2012.900388,6674.0,4.24,1.4871401,11.4048,492.888,0.0001046,-0.0001046,0.0468507,-0.0468507,172.7944,-172.7944,0.6684601,-0.6684601,,,,,128.6,-128.6,0.09,-0.09,0.0654448,-0.0654448,0.006,-0.006,7.729,-7.729
4774.01,PC,8.6000244,3.974,1620.0,4.55822,180.356,1020.0,5700.8,4.33,1.14,12.5447,469.594,0.000193,-0.000193,0.738,-0.738,7.72661,-7.72661,0.424835,-0.424835,,,,,129.4,-129.4,0.08,-0.08,0.06,-0.06,0.006,-0.006,3.533,-3.533
4775.01,PC,2.4732088,2.244,2740.0,15.4982,1846.66,1826.0,6643.0,4.04,1.87,11.5293,635.261,6.1e-06,-6.1e-06,0.725,-0.725,9.42897,-9.42897,0.982332,-0.982332,,,,,145.6,-145.6,0.09,-0.09,0.09,-0.09,0.012,-0.012,13.085,-13.085
4776.01,PC,10.4137997,3.774,6720.0,10.0431,118.725,919.0,6079.0,4.33,1.2,11.6309,385.641,4.65e-05,-4.65e-05,0.303,-0.303,3.44993,-3.44993,0.519066,-0.519066,,,,,128.0,-128.0,0.08,-0.08,0.05,-0.05,0.006,-0.006,4.5625,-4.5625
4777.01,PC,2.9588764,2.682,12900.0,14.8585,1285.38,1668.0,6041.0,4.38,1.13,13.3209,767.763,1.08e-05,-1.08e-05,0.647,-0.647,171.119,-171.119,,,,,,,122.0,-122.0,,,,,0.007,-0.007,14.1875,-14.1875
4778.01,PC,3.8074213,4.4775157,8643.788897,15.4202705,805.2235864,1358.622715,5296.0,4.01,1.56375,12.9318,685.855,2.23e-05,-2.23e-05,0.308612,-0.308612,493.82547,-493.82547,1.3066698,-1.3066698,,,,,133.8,-133.8,0.09,-0.09,0.0917464,-0.0917464,0.006,-0.006,7.9765,-7.9765
4779.01,PC,10.7490194,2.256,9240.0,11.4707,27.7925,639.0,5424.0,4.3,1.14,13.4765,664.114,6.21e-05,-6.21e-05,0.393,-0.393,20.4203,-20.4203,,,,,,,122.0,-122.0,,,,,0.006,-0.006,6.6545,-6.6545
478.01,FP,2.921685,3.17791,17562.44572,19.091127,1458.399693,1576.118587,6332.0,4.26074,1.37266,11.0913,344.517,0.000125,-0.000125,0.030233,-0.030233,227.46902,-227.46902,3.182325,-3.182325,,,,,196.0,-196.0,0.377655,-0.377655,0.22851,-0.22851,0.006,-0.006,4.1875,-4.1875
4780.01,PC,4.6942884,3.224,5310.0,16.4932,948.685,1546.0,6400.0,3.93,2.03,12.4648,1004.09,2.03e-05,-2.03e-05,0.799,-0.799,14.0189,-14.0189,1.16024,-1.16024,,,,,132.9,-132.9,0.09,-0.09,0.1,-0.1,0.006,-0.006,21.793,-21.793
4781.01,PC,1.9055614,1.726,5841.0,,,,6071.0,,,11.14,,3.4e-06,-3.4e-06,0.251,-0.251,6.72124,-6.72124,,,,,,,193.0,-193.0,,,,,0.021,-0.021,,
4782.01,APC,3.7244324,2.913,6600.0,,3666.29,2167.0,7759.0,,,12.2563,814.057,1.51e-05,-1.51e-05,0.984,-0.984,369.051,-369.051,,,,,,,431.7,-431.7,,,,,0.006,-0.006,,
4783.01,APC,6.7519508,1.603,11050.0,19.5004,209.336,1059.0,8297.0,4.29,1.69,12.6847,1349.57,1.92e-05,-1.92e-05,0.313,-0.313,19.2193,-19.2193,1.33286,-1.33286,,,,,129.6,-129.6,0.08,-0.08,0.09,-0.09,0.007,-0.007,61.78,-61.78
4784.01,PC,3.3583921,2.644,9170.0,8.84831,344.843,1200.0,5177.0,4.46,0.91,13.2701,446.767,2.37e-05,-2.37e-05,0.532,-0.532,18.5496,-18.5496,,,,,,,124.0,-124.0,,,,,0.008,-0.008,5.134,-5.134
4785.01,PC,6.4311106,2.385,5930.0,11.4436,202.251,1050.0,6741.0,4.27,1.45,12.7651,911.737,3.47e-05,-3.47e-05,0.345,-0.345,11.384,-11.384,0.805081,-0.805081,,,,,126.6,-126.6,0.09,-0.09,0.08,-0.08,0.007,-0.007,30.6825,-30.6825
4786.01,PC,5.6984189,4.475,4031.0,10.8479,1406.27,1706.0,7528.0,4.2,1.74,11.9623,885.636,4.95e-05,-4.95e-05,0.491,-0.491,5.22457,-5.22457,0.661949,-0.661949,,,,,146.5,-146.5,0.08,-0.08,0.08,-0.08,0.011,-0.011,27.872,-27.872
4787.01,PC,3.5037708,2.716,6140.0,13.0482,608.189,1383.0,6107.0,4.19,1.42,12.5494,695.55,1.24e-05,-1.24e-05,0.359,-0.359,6.50349,-6.50349,0.702736,-0.702736,,,,,122.7,-122.7,0.08,-0.08,0.06,-0.06,0.008,-0.008,11.0155,-11.0155
4788.01,PC,4.3930669,2.33,11110.0,14.0261,275.326,1134.0,6328.0,4.3,1.32,12.4832,620.549,6.2e-06,-6.2e-06,0.091,-0.091,2.88974,-2.88974,0.669007,-0.669007,,,,,131.9,-131.9,0.09,-0.09,0.06,-0.06,0.006,-0.006,9.399,-9.399
4789.01,PC,7.5002702,2.487,8750.0,11.2467,72.4941,812.0,5644.0,4.32,1.14,13.1637,626.811,3.66e-05,-3.66e-05,0.252,-0.252,9.66785,-9.66785,,,,,,,122.0,-122.0,,,,,0.006,-0.006,5.6625,-5.6625
479.01,KP,2.7817379,2.1508237,12808.39408,12.6841023,615.4708822,1270.344839,5600.0,4.4291,1.02095,10.8164,194.553,1e-06,-1e-06,0.0164589,-0.0164589,80.18528,-80.18528,0.6069252,-0.6069252,,,,,,,,,0.0485654,-0.0485654,0.006,-0.006,1.196,-1.196
4790.01,APC,1.6102435,2.3258711,5442.478593,16.8320485,3426.343546,1951.315418,6080.2,4.15,1.48651,13.1561,954.883,0.000483,-0.000483,0.3088379,-0.3088379,637.7822,-637.7822,30.649446,-30.649446,,,,,29.5,-29.5,,,,,0.007,-0.007,40.178,-40.178
4791.01,CP,4.2809767,3.145,7520.0,13.0113,445.261,1279.0,5964.0,4.13,1.49,10.8961,328.802,0.0001609,-0.0001609,0.188,-0.188,2.402,-2.402,0.672296,-0.672296,,,,,130.5,-130.5,0.08,-0.08,0.07,-0.07,0.006,-0.006,3.656,-3.656
4792.01,APC,8.4481666,1.255,7405.0,10.2494,22.9265,609.0,5826.1,4.42,1.05,11.0783,243.539,1.88e-05,-1.88e-05,0.281,-0.281,16.8564,-16.8564,0.732487,-0.732487,,,,,136.1,-136.1,0.08,-0.08,0.06,-0.06,0.006,-0.006,2.641,-2.641
4793.01,PC,3.4658629,3.301,9580.0,15.0462,1145.52,1620.0,6688.0,4.24,1.49,13.2584,1174.05,2.28e-05,-2.28e-05,0.281,-0.281,11.4904,-11.4904,,,,,,,122.0,-122.0,,,,,0.006,-0.006,29.83,-29.83
4794.01,PC,3.5658043,3.914,10030.0,13.7385,1115.66,1610.0,6214.0,4.23,1.4,12.0465,543.008,8.1e-06,-8.1e-06,0.167,-0.167,1.85403,-1.85403,0.702907,-0.702907,,,,,160.5,-160.5,0.09,-0.09,0.07,-0.07,0.014,-0.014,10.599,-10.599
4795.01,PC,2.7431176,3.134,8230.0,,2172.06,1901.0,7143.0,,,12.9188,1429.87,1.46e-05,-1.46e-05,0.236,-0.236,8.4056,-8.4056,,,,,,,202.1,-202.1,,,,,0.007,-0.007,,
4796.01,PC,3.5775958,2.779,8730.0,15.3215,665.763,1415.0,6355.0,4.12,1.61,13.1502,1090.77,1.4e-05,-1.4e-05,0.257,-0.257,6.25319,-6.25319,,,,,,,122.0,-122.0,,,,,0.007,-0.007,19.325,-19.325
4797.01,PC,2.9922495,1.594,10895.0,20.032,218.392,1070.0,5932.0,4.09,1.55,13.3736,1055.16,8.5e-06,-8.5e-06,0.182,-0.182,17.5711,-17.5711,,,,,,,122.0,-122.0,,,,,0.008,-0.008,42.015,-42.015
4798.01,PC,5.5261155,1.873,7330.0,9.00518,65.4488,792.0,4824.0,4.48,0.84,12.7577,293.788,1.92e-05,-1.92e-05,0.488,-0.488,30.8999,-30.8999,0.799995,-0.799995,,,,,122.8,-122.8,0.09,-0.09,0.06,-0.06,0.006,-0.006,2.443,-2.443
4799.01,PC,4.0234634,3.204,7560.0,12.891,832.08,1496.0,6678.0,4.26,1.45,13.0983,1008.83,2.51e-05,-2.51e-05,0.311,-0.311,9.83588,-9.83588,,,,,,,122.0,-122.0,,,,,0.012,-0.012,16.6475,-16.6475
480.01,CP,6.8659582,3.455761,334.0145589,2.8144915,531.5209848,1224.615786,6212.63,4.438,1.5000401,6.7799,54.5306,1.71e-05,-1.71e-05,0.2482507,-0.2482507,18.618645,-18.618645,0.841036,-0.841036,,,,,49.0057,-49.0057,,,0.0580779,-0.0580779,0.006,-0.006,0.12465,-0.12465
4800.01,PC,4.3229915,0.875,1980.0,7.54314,50.2356,741.0,6121.0,4.25,1.37,10.9833,344.296,1.76e-05,-1.76e-05,0.248,-0.248,18.4103,-18.4103,0.759125,-0.759125,,,,,44.2,-44.2,2.01,-2.01,0.07,-0.07,0.009,-0.009,10.057,-10.057
4801.01,PC,3.251269,2.569,7880.0,,549.047,1348.0,4883.7,,,12.9613,,2.19e-05,-2.19e-05,0.766,-0.766,107.39,-107.39,,,,,,,149.4,-149.4,,,,,0.006,-0.006,,
4802.01,PC,1.7131374,2.608,3850.0,6.86542,1919.49,1844.0,5843.0,4.39,1.08,13.1675,610.318,1.74e-05,-1.74e-05,0.329,-0.329,8.27739,-8.27739,,,,,,,122.0,-122.0,,,,,0.006,-0.006,9.6275,-9.6275
4803.01,PC,8.4516737,3.896,2930.0,8.2562,168.924,1004.0,5782.9,4.11,1.48,12.0548,531.218,0.0001182,-0.0001182,0.349,-0.349,2.67327,-2.67327,0.505184,-0.505184,,,,,119.2,-119.2,0.08,-0.08,0.08,-0.08,0.008,-0.008,11.221,-11.221
4804.01,PC,5.0648401,3.009,915.0,8.28506,873.95,1514.0,6675.0,3.75,2.62,10.2278,495.004,2.64e-05,-2.64e-05,0.785,-0.785,77.5832,-77.5832,0.55227,-0.55227,,,,,146.8,-146.8,0.09,-0.09,0.12,-0.12,0.011,-0.011,8.3585,-8.3585
4805.01,PC,8.9981735,4.547,6480.0,9.52189,155.205,983.0,5444.0,4.24,1.22,13.2933,695.316,8.25e-05,-8.25e-05,0.488,-0.488,9.74735,-9.74735,,,,,,,122.0,-122.0,,,,,0.007,-0.007,13.713,-13.713
4806.01,PC,8.4476983,3.79,2000.0,4.97976,189.537,1033.0,5902.0,4.36,1.13,11.7503,349.88,8.1e-05,-8.1e-05,0.522,-0.522,2.87847,-2.87847,0.321895,-0.321895,,,,,129.4,-129.4,0.08,-0.08,0.06,-0.06,0.008,-0.008,2.867,-2.867
4807.01,PC,17.6868627,1.379,10310.0,8.80381,2.06218,333.0,4496.0,4.52,0.77,11.9698,153.227,8.2e-05,-8.2e-05,0.393,-0.393,51.5995,-51.5995,0.940455,-0.940455,,,,,127.0,-127.0,0.1,-0.1,0.06,-0.06,0.006,-0.006,0.606,-0.606
4808.01,FP,1.4700596,2.18,4760.0,16.1051,2605.29,1990.0,6308.0,3.88,2.12,13.4542,1585.0,1e-05,-1e-05,0.404,-0.404,14.9262,-14.9262,,,,,,,122.0,-122.0,,,,,0.012,-0.012,52.07,-52.07
4809.01,PC,4.4722598,4.0659641,3606.541729,9.0734924,917.7199576,1403.774321,6211.0,4.18,1.4818799,12.6417,767.716,0.0012048,-0.0012048,0.3424247,-0.3424247,281.09317,-281.09317,1.1975516,-1.1975516,,,,,118.4,-118.4,0.08,-0.08,0.0672739,-0.0672739,0.007,-0.007,11.0165,-11.0165
481.01,CP,10.3311664,5.626,4577.0,11.9428,253.126,1111.0,5760.0,3.97699,1.73,9.3935,179.366,1.11e-05,-1.11e-05,0.278,-0.278,78.9664,-78.9664,0.601647,-0.601647,,,,,189.0,-189.0,0.288134,-0.288134,0.09,-0.09,0.006,-0.006,1.0125,-1.0125
4810.01,PC,2.4162514,3.055,2970.0,14.6399,2303.62,1930.0,6688.0,3.95,2.1,12.7549,1221.9,1.21e-05,-1.21e-05,0.335,-0.335,4.05264,-4.05264,0.832893,-0.832893,,,,,163.8,-163.8,0.1,-0.1,0.1,-0.1,0.019,-0.019,29.87,-29.87
4811.01,PC,0.9828259,1.3869249,1732.332475,21.8486399,4395.373634,2076.675787,4959.0,,5.2980399,12.2124,1506.81,0.0001609,-0.0001609,0.6023698,-0.6023698,183.695,-183.695,31.872602,-31.872602,,,,,122.0,-122.0,,,,,0.007,-0.007,112.66,-112.66
4812.01,PC,3.3138453,3.863,3550.0,8.15594,1568.27,1753.0,6153.0,4.24,1.36,12.9655,807.794,3.97e-05,-3.97e-05,0.768,-0.768,9.70006,-9.70006,0.605736,-0.605736,,,,,130.1,-130.1,0.08,-0.08,0.06,-0.06,0.008,-0.008,12.0785,-12.0785
4813.01,PC,4.0492184,2.659,6560.0,,,,,,,13.3071,1798.25,3.17e-05,-3.17e-05,0.439,-0.439,16.4284,-16.4284,,,,,,,,,,,,,0.006,-0.006,,
4814.01,PC,5.545745,2.302,20790.0,15.8197,118.195,918.0,5706.0,4.41,1.05,13.0015,559.569,1.35e-05,-1.35e-05,0.269,-0.269,17.3765,-17.3765,,,,,,,122.0,-122.0,,,,,0.007,-0.007,7.2685,-7.2685
4815.01,PC,8.9727235,3.808,10960.0,13.0195,134.631,948.0,5605.0,4.27,1.21,13.425,770.795,7.61e-05,-7.61e-05,0.811,-0.811,42.9516,-42.9516,,,,,,,122.0,-122.0,,,,,0.007,-0.007,15.107,-15.107
